Date,Company,Open,Close,High,Low,Volume,Market_Cap
2023-03-26,Apple,557.05,752.83,744.5,390.95,45311069,1148.02
2023-03-27,Apple,824.8,205.98,1093.54,805.7,32792217,1789.66
2023-03-28,Apple,223.01,642.96,1477.2,862.83,34590483,955.64
2023-03-29,Apple,590.88,1224.95,170.25,496.91,23097434,1890.78
2023-03-30,Apple,146.48,1362.48,235.37,1427.8,40657176,436.77
2023-03-31,Apple,210.01,384.86,1108.64,1279.45,21213221,157.58
2023-04-01,Apple,655.69,193.76,494.56,1111.32,21629875,1783.99
2023-04-02,Apple,285.8,1328.29,358.02,209.19,3700502,1696.89
2023-04-03,Apple,894.56,645.17,155.11,248.58,29493532,1985.25
2023-04-04,Apple,1065.25,858.47,130.59,789.89,30764622,1361.99
2023-04-05,Apple,1220.82,1455.29,1184.28,325.0,12467529,1874.01
2023-04-06,Apple,380.21,193.19,288.21,1469.57,36577294,1655.63
2023-04-07,Apple,334.48,1007.65,754.81,321.93,30153399,1690.41
2023-04-08,Apple,246.39,203.75,948.26,782.45,22783250,1142.59
2023-04-09,Apple,991.0,625.66,699.69,609.77,18454767,770.91
2023-04-10,Apple,1089.07,1225.34,137.95,995.14,18989956,1869.77
2023-04-11,Apple,144.22,706.86,1196.9,280.65,24158079,869.91
2023-04-12,Apple,1410.7,1496.06,114.72,702.44,25323577,1082.25
2023-04-13,Apple,172.76,882.68,1166.65,484.59,35051597,897.77
2023-04-14,Apple,857.81,549.63,1350.63,1342.85,4732529,1133.99
2023-04-15,Apple,1092.68,408.16,705.98,156.82,25016455,946.31
2023-04-16,Apple,1319.36,590.73,849.76,1379.22,27884164,105.46
2023-04-17,Apple,1099.72,621.55,767.78,1266.19,37114822,1765.28
2023-04-18,Apple,1222.42,196.2,644.89,516.6,33016766,894.34
2023-04-19,Apple,575.23,617.4,1342.39,1205.01,27439695,1182.0
2023-04-20,Apple,1240.76,749.93,1351.51,143.7,27201526,286.98
2023-04-21,Apple,212.16,1111.83,570.14,1453.61,4093348,16.74
2023-04-22,Apple,1352.74,1019.42,961.1,837.23,35532968,498.13
2023-04-23,Apple,866.63,1092.27,1397.67,524.59,34294467,1412.13
2023-04-24,Apple,1244.22,111.71,1446.88,607.62,39799331,207.4
2023-04-25,Apple,733.25,404.73,812.54,192.97,18382959,1818.69
2023-04-26,Apple,1001.01,1026.36,733.95,1485.09,43683639,437.89
2023-04-27,Apple,836.96,777.59,490.17,155.01,35752110,417.14
2023-04-28,Apple,1124.23,107.44,1442.42,1016.87,8147333,371.2
2023-04-29,Apple,214.28,1226.29,299.94,719.83,12345743,37.82
2023-04-30,Apple,184.49,1181.93,911.76,1428.48,24247397,1545.89
2023-05-01,Apple,445.94,867.79,495.57,444.4,12861743,1751.32
2023-05-02,Apple,323.36,193.05,490.61,844.92,15261565,1232.18
2023-05-03,Apple,1320.5,1173.12,666.96,775.3,43956408,384.52
2023-05-04,Apple,406.9,917.2,1498.31,1084.01,12029513,577.7
2023-05-05,Apple,1466.21,1194.74,176.95,195.21,14117852,957.09
2023-05-06,Apple,571.65,1152.45,909.96,371.3,7749645,1909.15
2023-05-07,Apple,354.97,1224.2,215.6,400.39,34470507,502.23
2023-05-08,Apple,1205.58,825.21,316.33,1133.41,7380798,1465.98
2023-05-09,Apple,1022.19,296.45,715.39,364.79,12815651,884.5
2023-05-10,Apple,797.47,1039.62,814.64,902.89,2235340,602.72
2023-05-11,Apple,877.51,968.66,462.31,401.34,9447149,917.27
2023-05-12,Apple,1106.88,1139.15,543.04,1306.27,31392785,151.7
2023-05-13,Apple,419.84,337.83,221.75,1419.06,48902624,1599.39
2023-05-14,Apple,1494.87,372.97,524.51,825.89,12054356,494.17
2023-05-15,Apple,1464.71,1346.57,1453.18,593.23,32376847,1453.57
2023-05-16,Apple,1010.46,1149.97,1422.59,427.68,49124750,146.01
2023-05-17,Apple,379.36,1371.52,568.83,169.69,22133380,1910.65
2023-05-18,Apple,1052.32,1162.2,899.2,475.9,4079676,394.1
2023-05-19,Apple,201.08,936.02,1373.43,1015.93,10486661,1766.66
2023-05-20,Apple,142.91,1015.79,108.66,847.06,20506917,1620.85
2023-05-21,Apple,460.76,1344.78,1234.96,1421.66,43569794,1936.04
2023-05-22,Apple,747.67,910.33,1427.72,654.79,26461039,961.0
2023-05-23,Apple,1315.58,985.35,227.86,1071.41,45504011,1457.52
2023-05-24,Apple,1118.04,319.07,326.03,785.05,21378083,747.71
2023-05-25,Apple,1139.79,763.49,1445.04,817.61,47207904,376.89
2023-05-26,Apple,695.69,1102.96,852.56,474.88,43722720,891.72
2023-05-27,Apple,584.31,479.32,119.88,736.93,46874334,339.84
2023-05-28,Apple,619.45,383.16,460.68,759.1,38150868,1964.27
2023-05-29,Apple,1482.71,539.36,729.92,1089.3,12959322,201.53
2023-05-30,Apple,156.15,438.1,1070.07,1416.9,23186567,1182.53
2023-05-31,Apple,1313.84,400.88,1126.42,561.05,7805751,1256.66
2023-06-01,Apple,910.15,694.79,1493.59,159.08,33750269,1080.78
2023-06-02,Apple,714.06,1370.97,502.52,794.81,11367257,1327.75
2023-06-03,Apple,1115.36,809.88,853.51,862.25,40323969,241.2
2023-06-04,Apple,781.34,363.09,846.65,335.82,25345877,1114.49
2023-06-05,Apple,1322.79,207.76,667.9,1164.65,37438544,581.55
2023-06-06,Apple,1360.98,1074.62,336.83,1478.9,29420358,1880.95
2023-06-07,Apple,690.41,635.92,1468.44,1424.08,33667242,1526.52
2023-06-08,Apple,487.56,1250.56,1294.64,375.95,14210179,1945.3
2023-06-09,Apple,929.29,1023.32,797.67,1325.51,17534820,84.74
2023-06-10,Apple,1377.31,1214.74,944.54,1086.29,27249509,577.42
2023-06-11,Apple,394.93,480.72,418.17,735.39,42432671,398.89
2023-06-12,Apple,972.15,1069.3,861.3,856.86,23329738,32.2
2023-06-13,Apple,984.18,469.69,1072.96,1289.44,35920960,492.23
2023-06-14,Apple,1126.36,1414.7,821.23,772.19,37387736,1360.76
2023-06-15,Apple,284.19,990.92,1486.4,622.49,37027571,469.87
2023-06-16,Apple,1102.15,554.32,955.88,790.55,37158359,1022.92
2023-06-17,Apple,1372.65,477.32,619.36,910.78,27550964,1776.76
2023-06-18,Apple,351.56,367.3,1181.01,364.71,38122282,1390.58
2023-06-19,Apple,432.56,1072.5,338.65,1361.27,35972599,795.31
2023-06-20,Apple,1459.95,406.2,638.32,1043.86,20339070,751.21
2023-06-21,Apple,353.37,933.42,585.74,986.58,46155664,916.91
2023-06-22,Apple,1296.14,470.49,704.53,239.29,44095047,362.31
2023-06-23,Apple,789.19,1026.76,1194.49,945.84,34969594,1271.66
2023-06-24,Apple,446.12,1240.92,777.84,269.34,29516890,734.66
2023-06-25,Apple,1319.05,1189.24,1211.62,210.18,29071569,1706.21
2023-06-26,Apple,723.43,1165.19,907.08,838.24,30387866,1515.54
2023-06-27,Apple,820.74,362.81,578.9,663.9,42553749,1224.92
2023-06-28,Apple,602.93,223.74,1233.97,924.33,30417281,734.76
2023-06-29,Apple,930.13,1078.53,433.61,224.91,21661252,427.76
2023-06-30,Apple,328.93,615.69,414.14,703.38,30421137,1554.54
2023-07-01,Apple,647.51,705.28,806.3,344.7,40671682,977.95
2023-07-02,Apple,1457.18,143.61,465.19,1481.94,45926170,457.25
2023-07-03,Apple,461.39,463.41,112.72,885.61,21619856,398.4
2023-07-04,Apple,1019.43,147.15,1007.62,1062.41,38018575,339.15
2023-07-05,Apple,555.27,1330.86,815.53,555.59,22767749,1556.55
2023-07-06,Apple,1182.86,440.76,723.72,232.63,22043462,465.68
2023-07-07,Apple,283.22,880.27,1453.76,1466.22,28381041,1058.02
2023-07-08,Apple,1457.75,154.57,899.68,500.76,42170573,908.58
2023-07-09,Apple,735.31,1033.59,1308.8,693.33,36122798,1163.43
2023-07-10,Apple,430.47,552.24,295.23,1009.81,10070894,1755.54
2023-07-11,Apple,202.9,1357.09,896.89,134.58,1684143,1736.82
2023-07-12,Apple,337.66,1343.37,1315.17,1234.36,1607648,907.64
2023-07-13,Apple,827.68,555.41,916.35,851.21,16896106,40.58
2023-07-14,Apple,571.8,1361.35,1105.22,489.5,42580260,858.62
2023-07-15,Apple,1260.44,1494.62,620.86,186.25,35952068,1216.33
2023-07-16,Apple,703.24,1255.58,229.43,327.5,15377180,1119.95
2023-07-17,Apple,448.2,1282.82,741.06,1353.05,33972639,1306.16
2023-07-18,Apple,964.0,448.61,652.27,1060.43,10917883,316.61
2023-07-19,Apple,1089.49,907.38,1313.88,449.86,32198324,1296.6
2023-01-01,Google,333.86,194.16,441.59,191.84,34389637,373.48
2023-01-02,Google,334.67,232.89,1453.43,1066.86,34692269,1503.54
2023-01-03,Google,151.34,1498.45,1441.39,901.37,1444842,684.78
2023-01-04,Google,1130.96,557.29,446.68,666.33,10132675,1422.69
2023-01-05,Google,1029.33,1147.46,587.27,609.06,28404855,105.25
2023-01-06,Google,764.48,1229.33,1353.78,403.54,45050396,821.64
2023-01-07,Google,1281.84,1301.23,1453.27,1037.46,40545274,1413.02
2023-01-08,Google,1227.94,1496.68,720.81,1458.94,15460040,461.47
2023-01-09,Google,919.5,438.1,549.4,346.0,34970306,1592.62
2023-01-10,Google,1315.58,156.49,836.53,935.96,5975279,1265.25
2023-01-11,Google,388.18,675.67,1062.88,693.86,45905946,1179.25
2023-01-12,Google,256.69,282.11,482.86,725.36,11318435,713.56
2023-01-13,Google,477.65,131.4,1131.06,455.81,21839391,970.08
2023-01-14,Google,179.92,604.6,172.32,1255.19,20448960,1198.73
2023-01-15,Google,843.64,1197.23,169.01,779.36,46409460,950.2
2023-01-16,Google,1411.25,892.65,640.8,860.77,25097013,1399.64
2023-01-17,Google,155.08,537.89,594.86,526.67,2612850,873.06
2023-01-18,Google,270.95,1016.08,541.89,354.53,13919151,412.52
2023-01-19,Google,733.08,424.83,787.43,220.27,18127641,435.73
2023-01-20,Google,1407.43,120.13,549.03,1099.77,42484903,21.55
2023-01-21,Google,542.62,1170.09,369.16,374.73,7102910,608.91
2023-01-22,Google,810.13,973.24,533.26,1066.11,42709110,1500.35
2023-01-23,Google,158.2,1167.22,1464.87,646.53,1502939,1590.38
2023-01-24,Google,307.68,154.51,675.56,682.08,10610804,412.91
2023-01-25,Google,1481.28,1271.97,722.6,756.85,30501881,1918.5
2023-01-26,Google,1451.17,967.34,907.16,614.79,32615931,1009.78
2023-01-27,Google,106.92,888.75,1476.68,240.87,34383098,1834.79
2023-01-28,Google,1432.54,974.46,438.24,533.48,28497323,1416.46
2023-01-29,Google,994.77,1310.21,1053.79,1029.23,34216149,1447.64
2023-01-30,Google,1315.09,921.71,1102.38,1032.1,46509383,179.24
2023-01-31,Google,736.64,913.33,950.25,500.71,3783993,447.78
2023-02-01,Google,821.83,1486.95,224.01,744.14,5812585,27.54
2023-02-02,Google,784.39,1159.42,1047.62,370.83,20145626,1435.09
2023-02-03,Google,1033.61,719.21,189.73,394.52,18603494,695.43
2023-02-04,Google,295.51,1090.36,934.6,132.27,10127634,1575.44
2023-02-05,Google,141.96,644.92,1135.41,1355.45,27509140,684.48
2023-02-06,Google,531.1,420.43,395.36,394.99,28891351,1640.47
2023-02-07,Google,1086.55,935.59,1278.27,418.55,14575703,270.09
2023-02-08,Google,382.59,1399.45,142.5,491.44,16473403,355.01
2023-02-09,Google,1042.81,1400.8,1281.34,278.37,30615163,688.34
2023-02-10,Google,1457.88,578.67,744.46,994.97,23179282,822.89
2023-02-11,Google,231.46,838.75,404.62,205.2,25928689,703.92
2023-02-12,Google,1041.64,396.29,287.29,287.88,1346990,1529.66
2023-02-13,Google,721.25,1493.88,1434.63,1002.66,38391245,202.93
2023-02-14,Google,1315.4,1473.57,201.73,575.52,47942772,708.92
2023-02-15,Google,348.01,1009.31,378.73,1091.13,44390879,1676.11
2023-02-16,Google,1069.68,1226.18,586.95,880.39,26139305,142.93
2023-02-17,Google,1273.36,1101.14,968.33,458.43,14922399,1885.26
2023-02-18,Google,1422.46,930.42,862.72,1011.16,25395739,1972.77
2023-02-19,Google,1056.55,174.69,275.9,262.78,34054246,186.25
2023-02-20,Google,796.04,736.67,505.62,850.97,19354343,589.63
2023-02-21,Google,964.99,1044.7,434.25,712.01,16050793,751.08
2023-02-22,Google,1316.47,1048.54,398.96,475.02,14698926,1555.02
2023-02-23,Google,898.85,622.37,675.6,945.61,8436391,1195.89
2023-02-24,Google,142.54,1418.37,1085.64,1319.87,38169102,1292.29
2023-02-25,Google,1403.33,334.3,404.43,1498.47,7987659,1517.44
2023-02-26,Google,1065.34,800.5,613.35,950.87,34582122,244.78
2023-02-27,Google,1047.12,1067.24,647.28,666.59,14735021,1668.09
2023-02-28,Google,401.95,1075.99,1467.04,415.29,4213274,1414.18
2023-03-01,Google,1022.44,1008.09,1436.53,459.93,6643473,1158.91
2023-03-02,Google,651.41,485.4,1220.19,771.24,43283756,1780.57
2023-03-03,Google,1011.73,318.69,438.32,614.19,5745059,1403.61
2023-03-04,Google,249.23,990.32,195.25,1379.34,28431026,411.38
2023-03-05,Google,1020.98,939.02,543.67,615.61,17237722,865.19
2023-03-06,Google,1499.18,351.1,473.51,622.82,9902280,993.15
2023-03-07,Google,167.5,1087.19,808.3,636.95,5030272,119.88
2023-03-08,Google,1468.04,737.24,1188.82,1271.27,23617798,1909.73
2023-03-09,Google,669.67,1034.86,1301.65,1011.1,16559641,265.87
2023-03-10,Google,1319.05,1272.31,1282.81,959.84,1704582,1397.95
2023-03-11,Google,1195.34,337.62,603.55,567.8,7863859,1017.4
2023-03-12,Google,893.82,126.8,1062.13,1245.07,18653254,61.01
2023-03-13,Google,1133.83,1190.74,537.97,153.71,27779335,1850.25
2023-03-14,Google,1329.92,953.58,185.27,1319.12,2103183,1705.16
2023-03-15,Google,665.8,1079.5,1082.19,817.85,2499202,1053.27
2023-03-16,Google,557.85,1273.42,113.76,657.55,37722156,465.6
2023-03-17,Google,1034.63,1223.94,672.86,796.03,39721161,252.03
2023-03-18,Google,1230.98,1445.29,561.13,1034.38,48269617,733.15
2023-03-19,Google,1167.2,850.31,1070.73,117.87,10745350,518.3
2023-03-20,Google,1216.94,783.89,1172.74,1320.17,35381012,1018.32
2023-03-21,Google,709.82,662.64,525.73,725.44,9218365,1933.15
2023-03-22,Google,1244.97,315.17,1236.28,580.15,5056926,1154.16
2023-03-23,Google,268.29,901.65,511.48,293.54,5433494,1780.96
2023-03-24,Google,862.28,487.82,724.86,715.25,3106040,1305.25
2023-03-25,Google,108.06,1389.83,1117.83,794.85,36347034,955.74
2023-03-26,Google,554.42,916.47,1070.09,665.11,38656823,1710.67
2023-03-27,Google,613.05,929.98,1482.32,1050.12,14018325,948.02
2023-03-28,Google,654.64,596.89,415.23,689.26,22973350,1738.57
2023-03-29,Google,1073.65,172.79,1027.25,1445.98,35824440,590.24
2023-03-30,Google,643.98,144.44,953.55,938.99,40739290,266.34
2023-03-31,Google,728.17,692.67,1381.14,1230.47,36931061,1712.08
2023-04-01,Google,432.56,218.39,318.91,253.1,32958896,1178.96
2023-04-02,Google,622.55,949.59,1152.52,656.21,18337859,1779.29
2023-04-03,Google,418.18,1333.36,895.58,571.59,18007703,1876.28
2023-04-04,Google,202.47,1336.08,484.53,897.28,47791318,116.72
2023-04-05,Google,944.83,1022.66,764.21,1305.56,30827247,1006.93
2023-04-06,Google,1035.5,395.72,567.29,209.67,22955282,756.18
2023-04-07,Google,967.29,1308.2,911.04,201.6,37425474,1255.46
2023-04-08,Google,748.89,1340.53,1344.6,1290.44,48366846,1589.25
2023-04-09,Google,631.7,375.32,897.03,397.99,18369168,568.37
2023-04-10,Google,1308.67,1132.4,984.41,1036.25,47747785,1118.03
2023-04-11,Google,826.71,501.13,826.25,860.03,4967445,1420.37
2023-04-12,Google,770.85,1223.7,171.63,1266.05,10693533,277.52
2023-04-13,Google,135.9,1496.13,426.0,275.12,1950128,1629.99
2023-04-14,Google,577.75,142.04,788.8,281.7,16251348,1216.16
2023-04-15,Google,632.27,1356.31,534.33,879.55,32766371,1899.58
2023-04-16,Google,658.35,971.68,354.47,1424.93,49655668,685.66
2023-04-17,Google,912.24,1462.74,805.79,681.0,13371798,225.21
2023-04-18,Google,847.04,751.01,551.93,557.72,37103397,1017.94
2023-04-19,Google,951.07,1286.34,461.35,949.37,38529035,180.76
2023-04-20,Google,1170.84,187.35,749.58,1402.63,5846936,1939.36
2023-04-21,Google,1238.18,569.39,286.6,1271.7,25769555,86.98
2023-04-22,Google,1105.37,193.82,1398.84,1493.68,17912240,1509.47
2023-04-23,Google,1437.73,1465.48,1314.78,131.6,5377577,1054.95
2023-04-24,Google,125.53,1243.76,1090.67,258.0,37296326,743.56
2023-04-25,Google,374.09,1293.57,248.7,953.25,26540143,141.03
2023-04-26,Google,110.59,1413.15,1186.23,1248.81,36956188,1248.11
2023-04-27,Google,1006.46,219.14,1231.14,499.34,4299596,1174.59
2023-04-28,Google,1357.24,639.84,1174.87,434.9,20037186,568.96
2023-04-29,Google,440.88,199.45,259.55,1201.77,20354369,1821.34
2023-04-30,Google,1397.85,395.11,1001.47,178.93,4981917,615.18
2023-05-01,Google,184.37,421.11,1268.05,617.14,26771653,904.95
2023-05-02,Google,1408.21,756.75,908.29,808.13,8885612,1092.09
2023-05-03,Google,592.27,475.99,1004.97,884.49,35987846,209.46
2023-05-04,Google,241.99,241.37,741.71,1120.06,11648708,1865.0
2023-05-05,Google,780.22,334.49,840.19,596.78,43659127,755.33
2023-05-06,Google,459.49,306.19,148.13,957.76,10484230,170.75
2023-05-07,Google,498.82,1462.31,994.55,919.53,29850657,780.71
2023-05-08,Google,530.21,1163.01,214.03,866.66,21931454,1204.4
2023-05-09,Google,1224.24,1454.87,709.02,996.68,2058335,1032.17
2023-05-10,Google,854.83,715.64,509.72,463.23,48365424,1392.14
2023-05-11,Google,535.83,489.72,863.6,218.51,18846842,120.41
2023-05-12,Google,954.47,1217.61,286.78,266.98,2973915,576.24
2023-05-13,Google,1102.61,556.76,1068.3,414.42,46188921,1640.27
2023-05-14,Google,481.67,519.14,1213.02,800.28,3328481,168.99
2023-05-15,Google,678.97,425.51,328.7,1276.62,34087876,1712.42
2023-05-16,Google,270.64,281.55,246.04,1081.81,45616401,192.87
2023-05-17,Google,353.61,459.05,303.72,1204.66,12973051,1670.56
2023-05-18,Google,1053.56,597.45,1327.98,591.37,6884902,727.97
2023-05-19,Google,354.01,1043.59,839.46,666.52,46079978,1228.3
2023-05-20,Google,835.23,187.59,754.17,651.15,24206584,314.25
2023-05-21,Google,1092.66,394.71,249.4,368.62,41342474,141.68
2023-05-22,Google,249.63,1232.63,1009.38,185.7,3652880,439.72
2023-05-23,Google,894.24,305.69,1315.2,927.28,30284132,264.43
2023-05-24,Google,459.19,579.7,1259.46,1484.9,39387539,631.69
2023-05-25,Google,1448.1,1310.52,976.48,333.56,48571247,1033.62
2023-05-26,Google,776.96,316.9,205.39,165.36,36980027,1181.63
2023-05-27,Google,1228.39,215.83,257.36,1191.34,4890549,1581.84
2023-05-28,Google,870.32,778.35,169.03,453.62,35564021,1315.92
2023-05-29,Google,160.78,523.39,460.47,1261.5,14670511,1221.43
2023-05-30,Google,986.41,888.77,289.93,1085.51,47439429,829.45
2023-05-31,Google,1431.96,1225.33,464.07,1423.94,47095265,952.88
2023-06-01,Google,942.26,292.01,639.08,672.5,48633086,834.9
2023-06-02,Google,1246.86,912.98,1420.18,1026.76,14491021,1685.91
2023-06-03,Google,1337.89,807.71,954.53,750.8,31102447,467.7
2023-06-04,Google,419.31,301.71,1268.96,982.82,22047574,21.38
2023-06-05,Google,396.86,973.6,1094.49,729.44,15674301,1306.13
2023-06-06,Google,955.37,483.1,257.5,364.09,31736211,412.9
2023-06-07,Google,675.44,782.97,1130.29,811.06,33499243,1781.33
2023-06-08,Google,1275.81,215.18,485.14,840.02,8831144,1719.5
2023-06-09,Google,1360.03,743.42,994.75,1234.85,1569503,162.69
2023-06-10,Google,594.79,529.05,577.35,1129.73,42728753,221.71
2023-06-11,Google,431.62,1251.33,1496.74,1029.31,46930676,995.39
2023-06-12,Google,1192.74,179.77,468.97,258.74,45199437,1222.35
2023-06-13,Google,484.73,686.05,490.78,1108.86,27617011,557.07
2023-06-14,Google,1251.66,741.8,1402.94,800.43,48427363,1436.43
2023-06-15,Google,693.23,1115.01,134.5,1351.74,6346471,1193.88
2023-06-16,Google,1034.57,904.0,1075.36,1387.82,8589077,656.4
2023-06-17,Google,233.75,1034.1,1115.46,177.22,25687765,60.49
2023-06-18,Google,973.4,1187.87,1270.93,1248.9,2992719,1502.8
2023-06-19,Google,732.47,1307.08,1464.22,152.78,7141018,437.36
2023-06-20,Google,921.25,539.43,1465.84,614.04,49297079,1670.6
2023-06-21,Google,335.22,853.23,191.39,859.22,1255931,846.38
2023-06-22,Google,1131.62,1276.15,1250.58,307.34,44151612,1158.38
2023-06-23,Google,1307.92,1485.23,1004.83,1144.84,27864699,1747.17
2023-06-24,Google,403.44,1345.33,1006.28,111.7,6709065,1728.61
2023-06-25,Google,234.0,620.05,279.69,336.04,23312344,749.32
2023-06-26,Google,133.09,373.23,1010.26,913.12,35378458,425.69
2023-06-27,Google,998.76,785.15,1475.48,1100.14,30625936,1552.54
2023-06-28,Google,949.93,1138.3,1376.55,1383.3,25914208,871.83
2023-06-29,Google,865.38,789.6,714.78,1087.7,24797209,392.16
2023-06-30,Google,424.73,776.45,155.93,1040.49,18429908,1809.81
2023-07-01,Google,647.27,1273.52,607.21,652.08,47076451,404.23
